prev,curr,type,n
Samson_Raphaelson,Rayna_Prohme,link,14
"San_Domenico,_Bologna",Saint_Proculus_(Michelangelo),link,14
Santa_Maria_sopra_Minerva,Michelangelo,link,14
Saturn_(Rubens),Michelangelo,link,14
Schmalkaldic_War,Titian,link,14
Science_and_inventions_of_Leonardo_da_Vinci,Adoration_of_the_Magi_(Leonardo),link,14
Science_and_inventions_of_Leonardo_da_Vinci,Pyrotechnics,link,14
Scott_Menville,Donatello_(Teenage_Mutant_Ninja_Turtles),link,14
Second_Coming,Michelangelo,link,14
Sforza_Castle,Michelangelo,link,14
Sibyls_(Raphael),Sibyl,link,14
Sistine_Chapel,Leonardo_da_Vinci,other,14
Sons_of_Raphael,Étoile_(TV_series),link,14
Splash_Waterfalls,Raphael_Saadiq,link,14
Starhotels,The_Michelangelo,link,14
Stendhal_syndrome,Michelangelo,link,14
Stink_bomb,Leonardo_da_Vinci,link,14
Teenage_Mutant_Ninja_Turtles:_Smash-Up,Raphael_(Teenage_Mutant_Ninja_Turtles),link,14
The_Apotheosis_of_Homer_(Ingres),Raphael,link,14
The_Coronation_of_Charlemagne,Raphael,link,14
The_Death_of_Actaeon,Danaë_(Titian_paintings),link,14
The_Feast_of_the_Gods,Titian,link,14
The_Last_Judgment_(Michelangelo),Last_Supper,link,14
The_Marriage_of_the_Virgin_(Raphael),"San_Francesco,_Città_di_Castello",link,14
The_Mass_at_Bolsena,Raphael,link,14
The_Michelangelo,Roxy_Theatre_(New_York_City),link,14
The_Raising_of_Lazarus_(Sebastiano_del_Piombo),Transfiguration_(Raphael),link,14
The_Rape_of_Europa_(Titian),Metamorphoses,link,14
The_Romance_of_Leonardo_da_Vinci,The_Death_of_the_Gods,link,14
The_Virgin_and_Child_with_Saint_Anne_and_Saint_John_the_Baptist,List_of_works_by_Leonardo_da_Vinci,link,14
Threshold_(Star_Trek:_Voyager),Raphael_Sbarge,link,14
Tintoretto,Michelangelo,link,14
Titian,Flora_(Titian),link,14
Titian,The_Bacchanal_of_the_Andrians,link,14
Titian_hair,Bache_Madonna,link,14
Trabzon,Titian,link,14
Ulyanovsk,Raphael_Zon,link,14
Unicorn,Leonardo_da_Vinci,link,14
Venus_with_a_Mirror,Perseus_and_Andromeda_(Titian),link,14
Vila_(fairy),Raphael_(archangel),link,14
Vinny_Magalhães,Raphael_Davis,link,14
Viriconium,Pre-Raphaelite_Brotherhood,link,14
W._Somerset_Maugham,Frederic_Raphael,link,14
Waterloo_(1970_film),David_di_Donatello,link,14
Wright_Flyer,Leonardo_da_Vinci,link,14
Yahweh,Raphael_(archangel),link,14
Yaya_DaCosta,Raphael_Saadiq,link,14
Yuval_Raphael,Israel_in_the_Eurovision_Song_Contest_2025,link,14
other-empty,61st_David_di_Donatello,external,14
other-empty,Benjamin_Raphael,external,14
other-empty,Colégio_Anglo_Leonardo_da_Vinci,external,14
other-empty,Dinner_with_Raphael,external,14
other-empty,Donatello_(singer),external,14
other-empty,Geela_Rayzel_Raphael,external,14
other-empty,Justice_(Titian),external,14
other-empty,List_of_awards_and_nominations_received_by_Raphael,external,14
other-empty,Michelangelo_Cambiaso,external,14
other-empty,Michelangelo_Palloni,external,14
other-empty,Otuekong_Raphael_Bassey,external,14
other-empty,"Pop_Off,_Michelangelo!",external,14
other-empty,Raphael_Beck_(artist),external,14
other-empty,Raphael_Fernandes,external,14
other-empty,Raphael_Girard,external,14
other-empty,Raphael_Lanier,external,14
other-empty,Raphael_Macebo_Mabuza_Ncube,external,14
other-empty,Raphael_Mackeller_Stores,external,14
other-empty,Raphael_Regius,external,14
other-empty,Raphael_Urweider,external,14
other-empty,The_Electric_Michelangelo,external,14
other-empty,The_Virgin_and_Child_(school_of_Donatello),external,14
other-empty,Titian_(disambiguation),external,14
other-empty,"Virgin_and_Child_with_Saints_Stephen,_Jerome_and_Maurice_(Titian,_Vienna)",external,14
other-external,Danaë_(Titian_paintings),external,14
other-external,Portrait_of_a_Young_Man_(Raphael),external,14
other-external,Replicas_of_Michelangelo's_David,external,14
other-external,The_Marriage_of_the_Virgin_(Raphael),external,14
other-internal,David_and_Goliath_(Titian),external,14
other-internal,Italian_submarine_Leonardo_da_Vinci_(1939),external,14
other-internal,Michelangelo_Alessandro_Colli-Marchi,external,14
other-internal,Raphael_Silva,external,14
other-internal,Saint_Catherine_of_Alexandria_(Raphael),external,14
other-internal,The_Conversion_of_Saul_(Michelangelo),external,14
other-internal,Venus_Anadyomene_(Titian),external,14
other-other,Pre-Raphaelite_Brotherhood,external,14
other-search,67th_David_di_Donatello,external,14
other-search,Baptism_of_Christ_(Titian),external,14
other-search,"""International_Italian_School_\""Leonardo_da_Vinci\""""",external,14
other-search,Leonce_Raphael_Agbodjelou,external,14
other-search,Lucretia_(Raphael),external,14
other-search,Madonna_and_Child_with_Four_Saints_(Titian),external,14
other-search,Marilyn_Raphael,external,14
other-search,Raphael_Bronstein,external,14
other-search,Raphael_Eristavi,external,14
other-search,Raphael_Mello,external,14
other-search,Raphael_Michael_Fliss,external,14
other-search,Raphael_Regius,external,14
other-search,Raphael_Trotman,external,14
other-search,Saint_Raphael_Lake,external,14
other-search,St._Raphael_the_Archangel_Church_(Montreal),external,14
2015_Indian_Super_League,Raphael_Augusto,link,13
2015–16_West_Ham_United_F.C._season,Raphael_Spiegel,link,13
2016–17_West_Ham_United_F.C._season,Raphael_Spiegel,link,13
2025_Africa_Cup_of_Nations_squads,Raphael_Onyedika,link,13
2025_Philippine_gubernatorial_elections,Raphaelle_Ortega-David,link,13
2026_Vietnamese_Cup_final,Raphael_Utzig,link,13
2026–27_Liga_MX_season,Raphael_Veiga,link,13
A_Problem_from_Hell,Raphael_Lemkin,link,13
Alba_Madonna,Raphael,link,13
Andrea_Mantegna,Donatello,link,13
April_O'Neil,Michelangelo_(Teenage_Mutant_Ninja_Turtles),link,13
Arabelle_Raphael,France,link,13
Arrigo_Sacchi,Michelangelo,link,13
Assumption_of_the_Virgin_(Titian),Transfiguration_(Raphael),link,13
Atlas_Slave,Michelangelo,link,13
BRS_Kash,Raphael_Warnock,link,13
Bacchus_(Michelangelo),List_of_works_by_Michelangelo,link,13
Baseball,Morris_Raphael_Cohen,link,13
Basilica_of_Saint_Anthony_of_Padua,Donatello,link,13
Battle_of_Bedriacum,Lucius_Salvius_Otho_Titianus,link,13
Battle_of_the_Caribbean,Italian_submarine_Leonardo_da_Vinci_(1939),link,13
Battle_of_the_Centaurs_(Michelangelo),Poliziano,link,13
Bee_Nguyen,Raphael_Warnock,link,13
Brotherhood_(Six_Feet_Under),Raphael_Sbarge,link,13
CS_Minaur_Baia_Mare_(football),Raphael_Stănescu,link,13
Cadore,Titian,link,13
Cardinal_and_Theological_Virtues_(Raphael),Cardinal_virtues,link,13
Cardinal_and_Theological_Virtues_(Raphael),Disputation_of_the_Holy_Sacrament,link,13
Cardinal_and_Theological_Virtues_(Raphael),Stanza_della_Segnatura,link,13
Castlemont_High_School,Raphael_Saadiq,link,13
Catherine_de'_Medici,Leonardo_da_Vinci,link,13
Centripetal_Catmull–Rom_spline,Raphael_Rom,link,13
Charites,Three_Graces_(Raphael),link,13
Charon,Michelangelo,link,13
Chris_and_Patrick_Vörös,Leonardo_da_Vinci,link,13
Christian_demonology,Michelangelo,link,13
Chronological_list_of_saints_and_blesseds_in_the_20th_century,Raphael_Kalinowski,link,13
Congregation_Emanu-El_(San_Francisco),Raphael_Peixotto,link,13
David_(Michelangelo),Leopold_II_of_Tuscany,link,13
David_Gilmour_Live_1984,Raphael_Ravenscroft,link,13
David_and_Goliath_(Titian),Goliath,link,13
David_di_Donatello_for_Best_Actor,The_Great_Ambition,link,13
David_di_Donatello_for_Best_Actress,Anna_Ferzetti,link,13
David_di_Donatello_for_Best_Film,Black_Souls,link,13
David_di_Donatello_for_Best_Film,Like_Crazy_(2016_film),link,13
David_di_Donatello_for_Best_Film,The_Great_Ambition,link,13
David_di_Donatello_for_Best_Film,The_Time_It_Takes_(film),link,13
David_di_Donatello_for_Best_Film,The_Traitor_(2019_film),link,13
Death_Battle,Raphael_(Teenage_Mutant_Ninja_Turtles),link,13
Demon,Michelangelo,link,13
Diana_(mythology),Diana_and_Actaeon_(Titian),link,13
Diana_and_Actaeon_(Titian),National_Gallery,link,13
Diana_and_Actaeon_(Titian),The_Rape_of_Europa_(Titian),link,13
Divine_judgment,The_Last_Judgment_(Michelangelo),link,13
Donatello_(Teenage_Mutant_Ninja_Turtles),Jeremy_Howard_(actor),link,13
Donatello_(Teenage_Mutant_Ninja_Turtles),Ninja_Turtles:_The_Next_Mutation,link,13
Donatello_(disambiguation),Donatello,link,13
Driving_to_Damascus,The_Raphaels,link,13
Early_Netherlandish_painting,Raphael_Cartoons,link,13
East_Bergholt,Sarah_Raphael,link,13
Echo_and_Narcissus,Pre-Raphaelite_Brotherhood,link,13
Eliyahu_Elyashar,Raphael_Meir_Panigel,link,13
Elizabeth_Macneal,Pre-Raphaelite_Brotherhood,link,13
Emanuel_Raphael_Belilios,Benjamin_Disraeli,link,13
"Embassy_of_the_Philippines,_Holy_See",Raphael_Lotilla,link,13
Emmett_Till_Antilynching_Act,Raphael_Warnock,link,13
Epyc,Raphael,link,13
Ernő_Rubik,Leonardo_da_Vinci,link,13
Esterhazy_Madonna,Raphael,link,13
Eurovision_Song_Contest_2026,Yuval_Raphael,link,13
Everything_You_Always_Wanted_to_Know_About_Sex*_(*But_Were_Afraid_to_Ask)_(film),Michelangelo_Antonioni,link,13
Ezekiel's_Vision_(Raphael),Palazzo_Pitti,link,13
FC_Santa_Claus,Raphael_Edereho,link,13
Fake_or_Fortune?,Raphael_Coxie,link,13
Federal_List_of_Extremist_Materials,Raphael_Lemkin,link,13
Flora_(Titian),"Salome_(Titian,_Rome)",link,13
Francis_III_of_Brittany,Leonardo_da_Vinci,link,13
Frederic_Raphael,D._M._Marshman_Jr.,link,13
Gabriele_Ferzetti,Michelangelo_Antonioni,link,13
Galatea,Galatea_(Raphael),link,13
Gerard_Manley_Hopkins,Pre-Raphaelite_Brotherhood,link,13
Gianfranco_Gazzana-Priaroggia,Italian_submarine_Leonardo_da_Vinci_(1939),link,13
Giovanni_Battista_Salvi_da_Sassoferrato,Raphael,link,13
Gretchen_Whitmer,Raphael_Warnock,link,13
H._Craig_Severance,The_Michelangelo,link,13
History_of_anatomy,Leonardo_da_Vinci,link,13
"History_of_the_World,_Part_I",Leonardo_da_Vinci,link,13
Homer_Badman,Sally_Jessy_Raphael,link,13
Hot_metal_typesetting,John_Raphael_Rogers,link,13
Hygrometer,Leonardo_da_Vinci,link,13
Indian_Ocean_in_World_War_II,Italian_submarine_Leonardo_da_Vinci_(1939),link,13
Invention_of_the_telephone,Museo_Nazionale_Scienza_e_Tecnologia_Leonardo_da_Vinci,link,13
Isaac_Bernays,Samson_Raphael_Hirsch,link,13
Italian_Renaissance_painting,The_Tribute_Money_(Masaccio),link,13
Italian_battleship_Leonardo_da_Vinci,Italian_battleship_Dante_Alighieri,link,13
John_Raphael_Smith,Thomas_Smith_(English_painter),link,13
Jonathan_Bailey,Leonardo_da_Vinci,link,13
June_Diane_Raphael,Michael_Ian_Black,link,13
Kamala_Harris,Raphael_Warnock,link,13
La_Défense,Leonardo_da_Vinci_University_Center,link,13
Leda_and_the_Swan_(Michelangelo),Leda_(mythology),link,13
Leda_and_the_Swan_(Michelangelo),National_Gallery,link,13
Leda_and_the_Swan_(Rubens),Leda_and_the_Swan_(Michelangelo),link,13
Legacy_Walk,Leonardo_da_Vinci,link,13
Leonardo_da_Vinci,Bartolomeo_Colleoni,link,13
Leonardo_da_Vinci,Czartoryski_Museum,link,13
Leonardo_da_Vinci,Dante_Alighieri,other,13
Leonardo_da_Vinci,Fra_Angelico,link,13
Leonardo_da_Vinci,"Giuliano_de'_Medici,_Duke_of_Nemours",link,13
Leonardo_da_Vinci,Human_body,link,13
Leonardo_da_Vinci,Leonardo,other,13
Leonardo_da_Vinci,Louise_of_Savoy,link,13
Leonardo_da_Vinci,Oil_painting,link,13
Leonardo_da_Vinci,Pope_Sixtus_IV,other,13
Leonardo_da_Vinci,Regisole,link,13
Leonardo_da_Vinci,Vaprio_d'Adda,link,13
"Leonardo_da_Vinci,_A_Memory_of_His_Childhood",Sigmund_Freud,link,13
List_of_Israeli_Ethiopian_Jews,Raphael_Hadane,link,13
"List_of_Murder,_She_Wrote_episodes",Raphael_Sbarge,link,13
List_of_Pre-Raphaelite_paintings,Circe_Offering_the_Cup_to_Ulysses,link,13
List_of_Pre-Raphaelite_paintings,Frank_Cadogan_Cowper,link,13
List_of_Pre-Raphaelite_paintings,Georgiana_Burne-Jones,link,13
List_of_Pre-Raphaelite_paintings,Glen_Birnam,link,13
List_of_Pre-Raphaelite_paintings,La_Ghirlandata,link,13
List_of_Pre-Raphaelite_paintings,List_of_works_by_Edward_Robert_Hughes,link,13
List_of_Pre-Raphaelite_paintings,Love_and_the_Maiden,link,13
List_of_Pre-Raphaelite_paintings,Pope_Urban_VI,link,13
List_of_Pre-Raphaelite_paintings,The_Gilded_Cage_(De_Morgan),link,13
List_of_Pre-Raphaelite_paintings,The_Siren_(Waterhouse_painting),link,13
List_of_Pre-Raphaelite_paintings,William_Lindsay_Windus,link,13
List_of_Roman_consuls,Lucius_Salvius_Otho_Titianus,link,13
List_of_autodidacts,Leonardo_da_Vinci,link,13
List_of_film_auteurs,Michelangelo_Antonioni,link,13
List_of_historic_mansions_in_the_United_States,Joseph_Raphael_De_Lamar_House,link,13
List_of_last_words,Michelangelo,link,13
List_of_museums_in_Milan,Museo_Nazionale_Scienza_e_Tecnologia_Leonardo_da_Vinci,link,13
List_of_paintings_by_Raphael,Diotallevi_Madonna,link,13
List_of_paintings_by_Raphael,Madonna_dell'Impannata,link,13
List_of_paintings_by_Raphael,Madonna_of_the_Rose_(Raphael),link,13
List_of_paintings_by_Raphael,Portrait_of_Emilia_Pia_da_Montefeltro,link,13
List_of_statues,David_(Michelangelo),link,13
List_of_statues_of_Jesus,The_Deposition_(Michelangelo),link,13
List_of_winners_and_nominated_authors_of_the_Booker_Prize,The_Electric_Michelangelo,link,13
List_of_works_by_Leonardo_da_Vinci,Hermitage_Museum,link,13
List_of_works_by_Michelangelo,Laurentian_Library,link,13
List_of_works_by_Michelangelo,Leonardo_da_Vinci,link,13
List_of_works_by_Titian,Assumption_of_the_Virgin_(Titian),link,13
List_of_works_by_Titian,Christ_Carrying_the_Cross_(Titian),link,13
List_of_works_by_Titian,David_and_Goliath_(Titian),link,13
List_of_works_by_Titian,"Salome_(Titian,_Rome)",link,13
List_of_works_by_Titian,Tarquin_and_Lucretia,link,13
List_of_works_by_Titian,Violante_(Titian),link,13
List_of_works_by_Titian,Woman_Holding_an_Apple,link,13
MacArthur_Fellows_Program,Raphael_Carl_Lee,link,13
Madonna_(art),Raphael,link,13
Madonna_of_the_Carnation,Leonardo_da_Vinci,link,13
Maes_Titianus,Daqin,link,13
Manchester_Art_Gallery,Pre-Raphaelite_Brotherhood,link,13
Mandaeism,Titian,link,13
Marian_art_in_the_Catholic_Church,Pietà_(Michelangelo),link,13
Masaccio,San_Giovanni_Valdarno,link,13
Medical_Renaissance,Science_and_inventions_of_Leonardo_da_Vinci,link,13
Michael_Lewis,Donatello,link,13
Michelangelo,Florence,link,13
Michelangelo,Mona_Lisa,link,13
Michelangelo,Nanni_di_Banco,link,13
Michelangelo,Niccolò_Machiavelli,other,13
Michelangelo,Petrarch,other,13
Michelangelo,Piero_Soderini,link,13
Michelangelo,Pope_Adrian_VI,link,13
Michelangelo,Trinity,link,13
Michelangelo_(Teenage_Mutant_Ninja_Turtles),Teenage_Mutant_Ninja_Turtles:_Out_of_the_Shadows_(video_game),link,13
Michelangelo_(given_name),Michael_(archangel),link,13
Michelangelo_Alessandro_Colli-Marchi,Battle_of_Borghetto,link,13
Michelangelo_Anselmi,Michelangelo,link,13
Michelangelo_Antonioni_filmography,A_Pilot_Returns,link,13
Michelangelo_Antonioni_filmography,Zabriskie_Point,link,13
Michelangelo_Dying,John_Cale,link,13
Michelangelo_Rampulla,Emil_Audero,other,13
Michelangelo_Signorile,Malcolm_Forbes,link,13
Michelangelo_and_the_Medici,The_Last_Judgment_(Michelangelo),link,13
Michele,Michelangelo_(given_name),link,13
Mimar_Sinan,Leonardo_da_Vinci,link,13
Mimar_Sinan,Michelangelo,link,13
Moses,Michelangelo,link,13
Moses_(Michelangelo),Dying_Slave,link,13
Moses_(Michelangelo),High_Renaissance,link,13
Moses_(Michelangelo),Main_Page,other,13
Moses_Soyer,Raphael_Soyer,link,13
Museo_Ideale_Leonardo_da_Vinci,Museo_leonardiano_di_Vinci,link,13
Museo_Nazionale_Scienza_e_Tecnologia_Leonardo_da_Vinci,IBM_704,link,13
Museo_leonardiano_di_Vinci,Leonardo_da_Vinci,link,13
Neil_El_Aynaoui,Raphael_Onyedika,other,13
Nelson_Mandela_Square,Michelangelo_Towers,link,13
Nikola_Tesla,Leonardo_da_Vinci,other,13
Oil_painting,Raphael,link,13
Olive_Thomas,Raphael_Kirchner,link,13
Penitent_Magdalene_(Donatello),Saint_John_the_Baptist_(Donatello),link,13
"Peregrine_Cavendish,_12th_Duke_of_Devonshire",Raphael,link,13
Personal_life_of_Leonardo_da_Vinci,Château_d'Amboise,link,13
Personal_life_of_Leonardo_da_Vinci,Mona_Lisa,link,13
Peter_Paul_Rubens,Leonardo_da_Vinci,link,13
Peterson_Racing,Raphael_Matos,link,13
Piazzale_Michelangelo,Florence_Baptistery,link,13
Pietà_(Michelangelo),Donato_Bramante,link,13
Pietà_(Titian),Palma_il_Giovane,link,13
Pitti_Tondo,Michelangelo,link,13
Poetry_of_Joseph_Stalin,Raphael_Eristavi,link,13
Population_transfer_in_the_Soviet_Union,Raphael_Lemkin,link,13
Porta_Pia,Michelangelo,link,13
Practically_Perfect_(Dexter),Raphael_Sbarge,link,13
Pre-Raphaelite_Brotherhood,Alexander_Munro_(sculptor),link,13
Pre-Raphaelite_Brotherhood,Artistic_symbol,link,13
Pre-Raphaelite_Brotherhood,Birmingham_Group_(artists),link,13
Pre-Raphaelite_Brotherhood,Paula_Modersohn-Becker,link,13
Rafi_(name),Raphael_(given_name),link,13
Raphael,Borgo_Nuovo_(Rome),link,13
Raphael,Caravaggio,other,13
Raphael,Florence,link,13
Raphael,Pope_Alexander_VI,link,13
Raphael,Sistine_Chapel,link,13
Raphael,The_Mass_at_Bolsena,link,13
Raphael,Verdigris,link,13
Raphael_(archangel),Mission_San_Rafael_Arcángel,link,13
Raphael_(archangel),Tzaraath,link,13
Raphael_(given_name),Raphael_of_Brooklyn,link,13
Raphael_Assunção,Matthew_Lopez_(fighter),link,13
Raphael_Augusto,Abahani_Limited_Dhaka,link,13
Raphael_Bob-Waksberg,Brand_New_Couch,link,13
Raphael_Bob-Waksberg,"Palo_Alto,_California",link,13
Raphael_Dwamena,Kategoria_Superiore,link,13
Raphael_Dwamena,Red_Bull_Ghana,link,13
Raphael_Guzzo,CF_Reus_Deportiu,link,13
Raphael_Holinshed,Llŷr,link,13
Raphael_Honigstein,James_Horncastle,link,13
Raphael_Lemkin,Axis_powers,link,13
Raphael_Lemkin,Main_Page,other,13
Raphael_Maitimo,Beijing_Institute_of_Technology_F.C.,link,13
Raphael_Maitimo,Canada_men's_national_under-17_soccer_team,link,13
Raphael_Michael_Fliss,Peter_F._Christensen,link,13
Raphael_Odogwu,Virtus_Verona,link,13
Raphael_Ravenscroft,Chipping_Norton_Recording_Studios,link,13
Raphael_Ravenscroft,In_Our_Lifetime_(Marvin_Gaye_album),link,13
Raphael_Ravenscroft,Pictures_at_Eleven,link,13
Raphael_Saadiq,I_Lied_to_You,link,13
Raphael_Saadiq,"Oakland,_California",link,13
Raphael_Saadiq,Progressive_soul,link,13
Raphael_Saadiq,Robert_Christgau,link,13
Raphael_Saadiq_production_discography,Freaky_Tales_(film),link,13
Raphael_Sbarge,1883_(TV_series),link,13
Raphael_Sbarge,BASEketball,link,13
Raphael_Sbarge,Monday_Mornings,link,13
Raphael_Sbarge,Pearl_Harbor_(film),link,13
Raphael_Sbarge,The_Hidden_II,link,13
Raphael_Sbarge,Željko_Ivanek,other,13
Raphael_Semmes,Battle_of_Cherbourg_(1864),link,13
Raphael_Warnock,South_West_Africa,link,13
Raphaelle_Standell-Preston,Braids_(band),link,13
Red_hair,Pre-Raphaelite_Brotherhood,link,13
Rembrandt,The_Archangel_Raphael_Leaving_Tobias'_Family,link,13
"Risen_Christ_(Michelangelo,_Santa_Maria_sopra_Minerva)",List_of_works_by_Michelangelo,link,13
Roller_chain,Leonardo_da_Vinci,link,13
Rorschach_test,Leonardo_da_Vinci,link,13
S.H.I.E.L.D._(2010_series),Leonardo_da_Vinci,link,13
Saint_Catherine_of_Alexandria_(Raphael),Leda_and_the_Swan_(Leonardo),link,13
Saint_George_(TV_series),Tobit_Raphael,link,13
Saint_George_and_the_Dragon_(Raphael),List_of_paintings_by_Raphael,link,13
Samson_Raphael_Hirsch,Conservative_Judaism,link,13
Samson_Raphaelson,Heaven_Can_Wait_(1943_film),link,13
Saturday_Nights_&_Sunday_Mornings,When_I_Dream_of_Michelangelo,link,13
Science_and_inventions_of_Leonardo_da_Vinci,Anamorphosis,link,13
Science_and_inventions_of_Leonardo_da_Vinci,Solar_power,link,13
Science_and_inventions_of_Leonardo_da_Vinci,Vebjørn_Sand_Da_Vinci_Project,link,13
Scipio_Africanus,Vision_of_a_Knight_(Raphael),link,13
Scottish_National_Gallery,Leonardo_da_Vinci,link,13
Self-portrait,Masaccio,link,13
Siege,Leonardo_da_Vinci,link,13
Silk_Road,Maes_Titianus,link,13
Skeleton,Leonardo_da_Vinci,link,13
Sleeping_Cupid_(Michelangelo),Michelangelo,link,13
Social_Democratic_Bund,Raphael_Abramovitch,link,13
Sophie_Gray,Pre-Raphaelite_Brotherhood,link,13
Sprezzatura,The_Marriage_of_the_Virgin_(Raphael),link,13
St._Raphael_(aircraft),Princess_Anne_of_Löwenstein-Wertheim-Freudenberg,link,13
St_Raphael's_Estate,Neasden,link,13
Striped_Raphael_catfish,Doradidae,link,13
Susan_Sontag,Raphael_Demos,link,13
Teenage_Mutant_Ninja_Turtles:_Splintered_Fate,Raphael_(Teenage_Mutant_Ninja_Turtles),link,13
The_Archangel_Raphael_and_Tobias_(Titian),Tobias_and_the_Angel,link,13
The_Art_of_Joy_(TV_series),David_di_Donatello,link,13
The_Best_Offer,David_di_Donatello,link,13
The_Conversion_of_Saul_(Michelangelo),Michelangelo,link,13
The_Death_of_Actaeon,The_Rape_of_Europa_(Titian),link,13
The_Entombment_(Michelangelo),Rondanini_Pietà,link,13
The_Expulsion_of_Heliodorus_from_the_Temple,Raphael_Rooms,link,13
The_Feast_of_Herod_(Donatello),Donatello,link,13
The_Genius_of_Victory,Michelangelo,link,13
The_Gunner's_Dream,Raphael_Ravenscroft,link,13
The_Lord_of_the_Rings,Michelangelo_Antonioni,link,13
The_Other_Side_of_the_Wind,Michelangelo_Antonioni,link,13
The_Polymath,Science_and_inventions_of_Leonardo_da_Vinci,other,13
The_Rape_of_Europa_(Titian),Leucippe_and_Clitophon,link,13
The_Shadow_(painting),Pre-Raphaelite_Brotherhood,link,13
The_Totally_Football_Show,Raphael_Honigstein,link,13
Titian,Bartolomé_Esteban_Murillo,link,13
Titian,"Charles_V,_Holy_Roman_Emperor",link,13
Titian,Francesco_Vecellio,link,13
Titian,Portrait_of_Pope_Paul_III_(Titian),link,13
Titian_Peale,Titian_Ramsay_Peale_I,link,13
Tom_Conti,David_di_Donatello,link,13
